set,middle,pangrams,word_count,total_points
unigpsh,n,"['punishing', 'pushing', 'unpushing', 'unshipping']",81,444
unigpsh,i,"['punishing', 'pushing', 'unpushing', 'unshipping']",84,451
unigpsh,g,"['punishing', 'pushing', 'unpushing', 'unshipping']",67,391
unigpsh,p,"['punishing', 'pushing', 'unpushing', 'unshipping']",52,275
unigpsh,s,"['punishing', 'pushing', 'unpushing', 'unshipping']",88,395
unigpsh,h,"['punishing', 'pushing', 'unpushing', 'unshipping']",44,248
ufgslne,u,['engulfs'],73,339
ufgslne,f,['engulfs'],44,222
ufgslne,g,['engulfs'],44,191
ufgslne,s,['engulfs'],90,437
ufgslne,l,['engulfs'],74,350
ufgslne,n,['engulfs'],55,301
ufgslne,e,['engulfs'],86,423
mroifse,m,['reformism'],75,353
mroifse,r,['reformism'],114,534
mroifse,o,['reformism'],68,329
mroifse,i,['reformism'],74,364
mroifse,f,['reformism'],52,246
mroifse,s,['reformism'],105,500
mroifse,e,['reformism'],121,561
rcougne,r,['congruence'],53,273
rcougne,c,['congruence'],33,198
rcougne,o,['congruence'],53,256
rcougne,u,['congruence'],26,142
rcougne,g,['congruence'],31,137
rcougne,n,['congruence'],47,238
rcougne,e,['congruence'],56,281
roiftne,r,['frontier'],111,539
roiftne,o,['frontier'],72,330
roiftne,i,['frontier'],76,368
roiftne,f,['frontier'],59,278
roiftne,t,['frontier'],109,526
roiftne,n,['frontier'],88,440
roiftne,e,['frontier'],123,597
ivlbane,i,"['enviable', 'inviable']",66,321
ivlbane,v,"['enviable', 'inviable']",50,225
ivlbane,l,"['enviable', 'inviable']",91,398
ivlbane,b,"['enviable', 'inviable']",48,229
ivlbane,a,"['enviable', 'inviable']",79,331
ivlbane,n,"['enviable', 'inviable']",64,279
ivlbane,e,"['enviable', 'inviable']",88,358
opstbed,o,"['bedpost', 'bedposts']",119,513
opstbed,p,"['bedpost', 'bedposts']",95,433
opstbed,s,"['bedpost', 'bedposts']",145,649
opstbed,t,"['bedpost', 'bedposts']",102,464
opstbed,b,"['bedpost', 'bedposts']",54,245
opstbed,e,"['bedpost', 'bedposts']",157,727
opstbed,d,"['bedpost', 'bedposts']",94,468
riplsed,r,"['dispeller', 'dispellers']",175,1028
riplsed,i,"['dispeller', 'dispellers']",197,1048
riplsed,p,"['dispeller', 'dispellers']",170,974
riplsed,l,"['dispeller', 'dispellers']",139,764
riplsed,s,"['dispeller', 'dispellers']",219,1207
riplsed,e,"['dispeller', 'dispellers']",282,1545
riplsed,d,"['dispeller', 'dispellers']",166,960
cotland,c,['cotland'],43,181
cotland,o,['cotland'],61,211
cotland,t,['cotland'],44,171
cotland,l,['cotland'],46,146
cotland,a,['cotland'],60,239
cotland,n,['cotland'],44,203
cotland,d,['cotland'],22,69
mcouisd,m,['commodious'],34,155
mcouisd,c,['commodious'],23,133
mcouisd,o,['commodious'],33,167
mcouisd,u,['commodious'],22,103
mcouisd,i,['commodious'],30,165
mcouisd,s,['commodious'],44,194
mcouisd,d,['commodious'],32,144
coiygsl,c,['sociology'],24,128
coiygsl,o,['sociology'],51,218
coiygsl,i,['sociology'],37,170
coiygsl,y,['sociology'],26,135
coiygsl,g,['sociology'],30,147
coiygsl,s,['sociology'],42,189
coiygsl,l,['sociology'],60,264
uvplahe,u,['upheaval'],15,53
uvplahe,v,['upheaval'],19,80
uvplahe,p,['upheaval'],27,88
uvplahe,l,['upheaval'],44,136
uvplahe,a,['upheaval'],41,137
uvplahe,h,['upheaval'],17,54
uvplahe,e,['upheaval'],34,102
mrcoibe,m,['microbe'],39,166
mrcoibe,r,['microbe'],54,223
mrcoibe,c,['microbe'],20,89
mrcoibe,o,['microbe'],38,147
mrcoibe,i,['microbe'],33,137
mrcoibe,b,['microbe'],33,131
mrcoibe,e,['microbe'],51,211
rugplne,r,['plunger'],41,164
rugplne,u,['plunger'],43,150
rugplne,g,['plunger'],24,91
rugplne,p,['plunger'],32,120
rugplne,l,['plunger'],34,111
rugplne,n,['plunger'],24,103
rugplne,e,['plunger'],49,194
riygstn,r,['stringy'],34,193
riygstn,i,['stringy'],74,374
riygstn,y,['stringy'],13,80
riygstn,g,['stringy'],52,306
riygstn,s,['stringy'],56,282
riygstn,t,['stringy'],45,251
riygstn,n,['stringy'],58,332
mroihed,m,['hemorrhoid'],52,215
mroihed,r,['hemorrhoid'],75,343
mroihed,o,['hemorrhoid'],62,256
mroihed,i,['hemorrhoid'],43,186
mroihed,h,['hemorrhoid'],27,102
mroihed,e,['hemorrhoid'],94,406
mroihed,d,['hemorrhoid'],81,356
rcitlne,r,['centiliter'],82,442
rcitlne,c,['centiliter'],53,312
rcitlne,i,['centiliter'],103,525
rcitlne,t,['centiliter'],101,533
rcitlne,l,['centiliter'],68,336
rcitlne,n,['centiliter'],76,403
rcitlne,e,['centiliter'],129,634
coiplae,c,['alopecia'],50,204
coiplae,o,['alopecia'],38,130
coiplae,i,['alopecia'],35,173
coiplae,p,['alopecia'],58,188
coiplae,l,['alopecia'],67,248
coiplae,a,['alopecia'],48,188
coiplae,e,['alopecia'],51,193
ukbaned,u,"['unbaked', 'unbanked']",32,179
ukbaned,k,"['unbaked', 'unbanked']",25,119
ukbaned,b,"['unbaked', 'unbanked']",44,198
ukbaned,a,"['unbaked', 'unbanked']",50,211
ukbaned,n,"['unbaked', 'unbanked']",57,272
ukbaned,e,"['unbaked', 'unbanked']",73,327
ukbaned,d,"['unbaked', 'unbanked']",66,317
wrifste,w,['swifter'],67,338
wrifste,r,['swifter'],153,803
wrifste,i,['swifter'],133,668
wrifste,f,['swifter'],73,364
wrifste,s,['swifter'],163,839
wrifste,t,['swifter'],152,802
wrifste,e,['swifter'],186,934
rcuklae,r,['caulker'],65,276
rcuklae,c,['caulker'],51,220
rcuklae,u,['caulker'],35,142
rcuklae,k,['caulker'],33,126
rcuklae,l,['caulker'],60,231
rcuklae,a,['caulker'],57,237
rcuklae,e,['caulker'],65,253
muytlba,m,['mutably'],27,121
muytlba,u,['mutably'],28,112
muytlba,y,['mutably'],23,119
muytlba,t,['mutably'],24,105
muytlba,l,['mutably'],38,149
muytlba,b,['mutably'],24,83
muytlba,a,['mutably'],42,159
mcyslta,m,"['cataclysm', 'cataclysmal', 'cataclysms']",45,210
mcyslta,c,"['cataclysm', 'cataclysmal', 'cataclysms']",36,180
mcyslta,y,"['cataclysm', 'cataclysmal', 'cataclysms']",40,209
mcyslta,s,"['cataclysm', 'cataclysmal', 'cataclysms']",70,318
mcyslta,l,"['cataclysm', 'cataclysmal', 'cataclysms']",63,303
mcyslta,t,"['cataclysm', 'cataclysmal', 'cataclysms']",44,215
mcyslta,a,"['cataclysm', 'cataclysmal', 'cataclysms']",95,405
onxigah,o,['hoaxing'],16,62
onxigah,n,['hoaxing'],34,162
onxigah,x,['hoaxing'],8,33
onxigah,i,['hoaxing'],29,149
onxigah,g,['hoaxing'],28,140
onxigah,a,['hoaxing'],25,118
onxigah,h,['hoaxing'],16,76
wistahe,w,"['whitewash', 'whitewashes']",71,325
wistahe,i,"['whitewash', 'whitewashes']",68,346
wistahe,s,"['whitewash', 'whitewashes']",150,710
wistahe,t,"['whitewash', 'whitewashes']",136,646
wistahe,a,"['whitewash', 'whitewashes']",103,506
wistahe,h,"['whitewash', 'whitewashes']",87,427
wistahe,e,"['whitewash', 'whitewashes']",126,629
moiytlb,m,"['immobility', 'mobility']",30,118
moiytlb,o,"['immobility', 'mobility']",40,136
moiytlb,i,"['immobility', 'mobility']",26,89
moiytlb,y,"['immobility', 'mobility']",18,100
moiytlb,t,"['immobility', 'mobility']",28,100
moiytlb,l,"['immobility', 'mobility']",35,108
moiytlb,b,"['immobility', 'mobility']",25,108
cnkubah,c,['hunchback'],19,85
cnkubah,n,['hunchback'],20,90
cnkubah,k,['hunchback'],17,67
cnkubah,u,['hunchback'],16,84
cnkubah,b,['hunchback'],15,63
cnkubah,a,['hunchback'],23,97
cnkubah,h,['hunchback'],18,91
mrusned,m,['demureness'],71,420
mrusned,r,['demureness'],132,788
mrusned,u,['demureness'],131,713
mrusned,s,['demureness'],148,779
mrusned,n,['demureness'],105,610
mrusned,e,['demureness'],201,1101
mrusned,d,['demureness'],146,849
mruyglb,m,['grumbly'],10,53
mruyglb,r,['grumbly'],15,64
mruyglb,u,['grumbly'],32,119
mruyglb,y,['grumbly'],19,97
mruyglb,g,['grumbly'],13,56
mruyglb,l,['grumbly'],18,67
mruyglb,b,['grumbly'],17,70
rkiplae,r,['parklike'],79,323
rkiplae,k,['parklike'],31,97
rkiplae,i,['parklike'],47,179
rkiplae,p,['parklike'],74,298
rkiplae,l,['parklike'],61,222
rkiplae,a,['parklike'],71,272
rkiplae,e,['parklike'],91,341
mpltahe,m,"['helpmate', 'pamphlet']",48,188
mpltahe,p,"['helpmate', 'pamphlet']",53,225
mpltahe,l,"['helpmate', 'pamphlet']",75,309
mpltahe,t,"['helpmate', 'pamphlet']",75,314
mpltahe,a,"['helpmate', 'pamphlet']",87,335
mpltahe,h,"['helpmate', 'pamphlet']",35,132
mpltahe,e,"['helpmate', 'pamphlet']",92,342
mcuitan,m,['actinium'],32,140
mcuitan,c,['actinium'],29,151
mcuitan,u,['actinium'],19,86
mcuitan,i,['actinium'],51,234
mcuitan,t,['actinium'],44,207
mcuitan,a,['actinium'],59,269
mcuitan,n,['actinium'],53,250
iytlane,i,['innately'],78,380
iytlane,y,['innately'],39,206
iytlane,t,['innately'],98,478
iytlane,l,['innately'],92,415
iytlane,a,['innately'],89,426
iytlane,n,['innately'],96,467
iytlane,e,['innately'],87,406
wmosaed,w,['meadows'],49,197
wmosaed,m,['meadows'],78,309
wmosaed,o,['meadows'],63,230
wmosaed,s,['meadows'],100,394
wmosaed,a,['meadows'],65,272
wmosaed,e,['meadows'],111,460
wmosaed,d,['meadows'],92,375
coplsth,c,['splotch'],40,173
coplsth,o,['splotch'],121,427
coplsth,p,['splotch'],56,199
coplsth,l,['splotch'],53,189
coplsth,s,['splotch'],90,363
coplsth,t,['splotch'],71,280
coplsth,h,['splotch'],43,196
mrouitl,m,['turmoil'],31,112
mrouitl,r,['turmoil'],26,96
mrouitl,o,['turmoil'],39,108
mrouitl,u,['turmoil'],19,78
mrouitl,i,['turmoil'],23,77
mrouitl,t,['turmoil'],41,119
mrouitl,l,['turmoil'],28,76
rcigpln,r,['crippling'],18,109
rcigpln,c,['crippling'],12,87
rcigpln,i,['crippling'],40,234
rcigpln,g,['crippling'],36,220
rcigpln,p,['crippling'],20,118
rcigpln,l,['crippling'],18,113
rcigpln,n,['crippling'],33,223
rytlned,r,['tenderly'],65,352
rytlned,y,['tenderly'],29,124
rytlned,t,['tenderly'],58,319
rytlned,l,['tenderly'],37,179
rytlned,n,['tenderly'],58,308
rytlned,e,['tenderly'],103,490
rytlned,d,['tenderly'],63,331
wrofvle,w,"['overflew', 'overflow']",23,98
wrofvle,r,"['overflew', 'overflow']",48,220
wrofvle,o,"['overflew', 'overflow']",45,183
wrofvle,f,"['overflew', 'overflow']",33,140
wrofvle,v,"['overflew', 'overflow']",27,141
wrofvle,l,"['overflew', 'overflow']",43,173
wrofvle,e,"['overflew', 'overflow']",60,250
rsltahe,r,"['halters', 'heartless', 'lathers', 'leathers']",273,1654
rsltahe,s,"['halters', 'heartless', 'lathers', 'leathers']",346,1971
rsltahe,l,"['halters', 'heartless', 'lathers', 'leathers']",185,1013
rsltahe,t,"['halters', 'heartless', 'lathers', 'leathers']",298,1712
rsltahe,a,"['halters', 'heartless', 'lathers', 'leathers']",338,1883
rsltahe,h,"['halters', 'heartless', 'lathers', 'leathers']",168,988
rsltahe,e,"['halters', 'heartless', 'lathers', 'leathers']",392,2211
nlbahed,n,['handleable'],61,276
nlbahed,l,['handleable'],76,319
nlbahed,b,['handleable'],55,241
nlbahed,a,['handleable'],97,405
nlbahed,h,['handleable'],31,158
nlbahed,e,['handleable'],105,434
nlbahed,d,['handleable'],84,394
mroulad,m,['modular'],46,179
mroulad,r,['modular'],46,179
mroulad,o,['modular'],45,144
mroulad,u,['modular'],31,117
mroulad,l,['modular'],46,161
mroulad,a,['modular'],50,198
mroulad,d,['modular'],41,133
mcostbh,m,['toothcombs'],31,127
mcostbh,c,['toothcombs'],24,112
mcostbh,o,['toothcombs'],79,282
mcostbh,s,['toothcombs'],56,218
mcostbh,t,['toothcombs'],49,209
mcostbh,b,['toothcombs'],33,123
mcostbh,h,['toothcombs'],32,131
cslbane,c,['balances'],67,369
cslbane,s,['balances'],142,731
cslbane,l,['balances'],116,562
cslbane,b,['balances'],82,390
cslbane,a,['balances'],151,701
cslbane,n,['balances'],76,389
cslbane,e,['balances'],145,701
rcipthe,r,['pitcher'],80,396
rcipthe,c,['pitcher'],49,247
rcipthe,i,['pitcher'],74,348
rcipthe,p,['pitcher'],49,231
rcipthe,t,['pitcher'],65,326
rcipthe,h,['pitcher'],47,234
rcipthe,e,['pitcher'],96,460
rcoaned,r,"['accordance', 'concordance', 'ordnance']",158,842
rcoaned,c,"['accordance', 'concordance', 'ordnance']",122,705
rcoaned,o,"['accordance', 'concordance', 'ordnance']",122,649
rcoaned,a,"['accordance', 'concordance', 'ordnance']",130,646
rcoaned,n,"['accordance', 'concordance', 'ordnance']",127,682
rcoaned,e,"['accordance', 'concordance', 'ordnance']",188,987
rcoaned,d,"['accordance', 'concordance', 'ordnance']",171,919
cigvned,c,"['deceiving', 'evidencing']",29,180
cigvned,i,"['deceiving', 'evidencing']",75,423
cigvned,g,"['deceiving', 'evidencing']",38,243
cigvned,v,"['deceiving', 'evidencing']",42,246
cigvned,n,"['deceiving', 'evidencing']",66,382
cigvned,e,"['deceiving', 'evidencing']",76,391
cigvned,d,"['deceiving', 'evidencing']",67,378
roifplt,r,['portfolio'],31,123
roifplt,o,['portfolio'],51,167
roifplt,i,['portfolio'],32,120
roifplt,f,['portfolio'],27,103
roifplt,p,['portfolio'],34,139
roifplt,l,['portfolio'],39,125
roifplt,t,['portfolio'],38,115
xitbhed,x,['exhibited'],11,45
xitbhed,i,['exhibited'],32,126
xitbhed,t,['exhibited'],29,125
xitbhed,b,['exhibited'],19,86
xitbhed,h,['exhibited'],11,59
xitbhed,e,['exhibited'],39,152
xitbhed,d,['exhibited'],29,124
mrofsle,m,['formless'],52,225
mrofsle,r,['formless'],88,409
mrofsle,o,['formless'],97,405
mrofsle,f,['formless'],50,233
mrofsle,s,['formless'],110,492
mrofsle,l,['formless'],78,330
mrofsle,e,['formless'],124,525
wousthe,w,['southwest'],28,94
wousthe,o,['southwest'],63,271
wousthe,u,['southwest'],33,146
wousthe,s,['southwest'],100,398
wousthe,t,['southwest'],82,356
wousthe,h,['southwest'],60,281
wousthe,e,['southwest'],72,308
rouvsla,r,['valorous'],32,132
rouvsla,o,['valorous'],37,141
rouvsla,u,['valorous'],27,111
rouvsla,v,['valorous'],20,107
rouvsla,s,['valorous'],44,168
rouvsla,l,['valorous'],49,194
rouvsla,a,['valorous'],44,187
muflned,m,['unmuffled'],26,137
muflned,u,['unmuffled'],63,319
muflned,f,['unmuffled'],38,181
muflned,l,['unmuffled'],51,253
muflned,n,['unmuffled'],44,249
muflned,e,['unmuffled'],80,404
muflned,d,['unmuffled'],72,383
migslae,m,['legalism'],107,475
migslae,i,['legalism'],100,456
migslae,g,['legalism'],76,347
migslae,s,['legalism'],173,790
migslae,l,['legalism'],147,652
migslae,a,['legalism'],154,688
migslae,e,['legalism'],141,652
ouiyspl,o,['piously'],60,223
ouiyspl,u,['piously'],33,125
ouiyspl,i,['piously'],40,156
ouiyspl,y,['piously'],27,127
ouiyspl,s,['piously'],76,283
ouiyspl,p,['piously'],68,248
ouiyspl,l,['piously'],76,286
cuislba,c,['bacillus'],53,292
cuislba,u,['bacillus'],38,171
cuislba,i,['bacillus'],52,249
cuislba,s,['bacillus'],83,380
cuislba,l,['bacillus'],76,341
cuislba,b,['bacillus'],53,217
cuislba,a,['bacillus'],77,367
nigshed,n,"['dinghies', 'shedding']",131,740
nigshed,i,"['dinghies', 'shedding']",139,764
nigshed,g,"['dinghies', 'shedding']",99,593
nigshed,s,"['dinghies', 'shedding']",128,674
nigshed,h,"['dinghies', 'shedding']",60,324
nigshed,e,"['dinghies', 'shedding']",135,712
nigshed,d,"['dinghies', 'shedding']",107,573
oigslne,o,"['glossiness', 'legions', 'loosening']",123,623
oigslne,i,"['glossiness', 'legions', 'loosening']",149,882
oigslne,g,"['glossiness', 'legions', 'loosening']",118,672
oigslne,s,"['glossiness', 'legions', 'loosening']",182,982
oigslne,l,"['glossiness', 'legions', 'loosening']",153,823
oigslne,n,"['glossiness', 'legions', 'loosening']",167,948
oigslne,e,"['glossiness', 'legions', 'loosening']",154,834
wmoysae,w,['someway'],23,61
wmoysae,m,['someway'],46,172
wmoysae,o,['someway'],28,96
wmoysae,y,['someway'],27,90
wmoysae,s,['someway'],73,244
wmoysae,a,['someway'],50,187
wmoysae,e,['someway'],49,174
wroyfle,w,['flowery'],26,104
wroyfle,r,['flowery'],44,180
wroyfle,o,['flowery'],41,155
wroyfle,y,['flowery'],22,97
wroyfle,f,['flowery'],35,139
wroyfle,l,['flowery'],43,150
wroyfle,e,['flowery'],48,178
rivslta,r,['travails'],69,329
rivslta,i,['travails'],107,472
rivslta,v,['travails'],36,190
rivslta,s,['travails'],105,464
rivslta,l,['travails'],91,397
rivslta,t,['travails'],91,422
rivslta,a,['travails'],114,506
cnigahe,c,['enhancing'],42,213
cnigahe,n,['enhancing'],71,369
cnigahe,i,['enhancing'],55,302
cnigahe,g,['enhancing'],46,262
cnigahe,a,['enhancing'],54,278
cnigahe,h,['enhancing'],40,220
cnigahe,e,['enhancing'],35,166
rcolbae,r,"['colorable', 'corroborable']",95,462
rcolbae,c,"['colorable', 'corroborable']",58,296
rcolbae,o,"['colorable', 'corroborable']",64,294
rcolbae,l,"['colorable', 'corroborable']",88,412
rcolbae,b,"['colorable', 'corroborable']",72,329
rcolbae,a,"['colorable', 'corroborable']",91,414
rcolbae,e,"['colorable', 'corroborable']",100,462
mrcnuhe,m,"['churchmen', 'muncher']",11,65
mrcnuhe,r,"['churchmen', 'muncher']",22,123
mrcnuhe,c,"['churchmen', 'muncher']",19,112
mrcnuhe,n,"['churchmen', 'muncher']",16,103
mrcnuhe,u,"['churchmen', 'muncher']",23,124
mrcnuhe,h,"['churchmen', 'muncher']",18,107
mrcnuhe,e,"['churchmen', 'muncher']",22,120
zisltae,z,['laziest'],17,84
zisltae,i,['laziest'],97,480
zisltae,s,['laziest'],184,870
zisltae,l,['laziest'],149,697
zisltae,t,['laziest'],136,645
zisltae,a,['laziest'],122,597
zisltae,e,['laziest'],160,776
ouiysln,o,['sinuously'],53,205
ouiysln,u,['sinuously'],28,128
ouiysln,i,['sinuously'],41,184
ouiysln,y,['sinuously'],28,127
ouiysln,s,['sinuously'],58,238
ouiysln,l,['sinuously'],50,193
ouiysln,n,['sinuously'],45,183
mslbaed,m,['assembled'],104,519
mslbaed,s,['assembled'],169,840
mslbaed,l,['assembled'],159,777
mslbaed,b,['assembled'],118,592
mslbaed,a,['assembled'],200,937
mslbaed,e,['assembled'],204,974
mslbaed,d,['assembled'],112,557
rkigpan,r,['parking'],46,240
rkigpan,k,['parking'],20,90
rkigpan,i,['parking'],71,376
rkigpan,g,['parking'],62,358
rkigpan,p,['parking'],36,185
rkigpan,a,['parking'],56,283
rkigpan,n,['parking'],72,388
mcftane,m,['effacement'],32,118
mcftane,c,['effacement'],30,139
mcftane,f,['effacement'],17,72
mcftane,t,['effacement'],50,218
mcftane,a,['effacement'],62,238
mcftane,n,['effacement'],45,206
mcftane,e,['effacement'],64,243
rcivahe,r,['archive'],73,330
rcivahe,c,['archive'],48,229
rcivahe,i,['archive'],46,226
rcivahe,v,['archive'],37,176
rcivahe,a,['archive'],57,251
rcivahe,h,['archive'],38,170
rcivahe,e,['archive'],73,321
cokuslt,c,['lockouts'],67,302
cokuslt,o,['lockouts'],88,365
cokuslt,k,['lockouts'],41,193
cokuslt,u,['lockouts'],69,310
cokuslt,s,['lockouts'],91,403
cokuslt,l,['lockouts'],71,290
cokuslt,t,['lockouts'],75,302
uiygtne,u,['ingenuity'],25,139
uiygtne,i,['ingenuity'],44,246
uiygtne,y,['ingenuity'],16,89
uiygtne,g,['ingenuity'],32,207
uiygtne,t,['ingenuity'],46,236
uiygtne,n,['ingenuity'],56,304
uiygtne,e,['ingenuity'],39,199
wrougth,w,"['outgrowth', 'wrought']",9,68
wrougth,r,"['outgrowth', 'wrought']",33,157
wrougth,o,"['outgrowth', 'wrought']",40,183
wrougth,u,"['outgrowth', 'wrought']",27,127
wrougth,g,"['outgrowth', 'wrought']",23,121
wrougth,t,"['outgrowth', 'wrought']",39,177
wrougth,h,"['outgrowth', 'wrought']",28,148
mciytan,m,['intimacy'],30,114
mciytan,c,['intimacy'],34,170
mciytan,i,['intimacy'],53,240
mciytan,y,['intimacy'],22,100
mciytan,t,['intimacy'],40,198
mciytan,a,['intimacy'],63,286
mciytan,n,['intimacy'],53,245
cuifsed,c,['sufficed'],55,314
cuifsed,u,['sufficed'],72,383
cuifsed,i,['sufficed'],45,244
cuifsed,f,['sufficed'],43,235
cuifsed,s,['sufficed'],90,464
cuifsed,e,['sufficed'],101,517
cuifsed,d,['sufficed'],85,440
rcolane,r,['corneal'],90,436
rcolane,c,['corneal'],85,412
rcolane,o,['corneal'],82,359
rcolane,l,['corneal'],82,347
rcolane,a,['corneal'],96,409
rcolane,n,['corneal'],83,366
rcolane,e,['corneal'],102,444
ronughe,r,['roughen'],43,182
ronughe,o,['roughen'],40,158
ronughe,n,['roughen'],37,156
ronughe,u,['roughen'],26,112
ronughe,g,['roughen'],35,142
ronughe,h,['roughen'],22,98
ronughe,e,['roughen'],42,183
rcniphe,r,['encipher'],53,256
rcniphe,c,['encipher'],44,232
rcniphe,n,['encipher'],34,173
rcniphe,i,['encipher'],59,266
rcniphe,p,['encipher'],44,225
rcniphe,h,['encipher'],28,129
rcniphe,e,['encipher'],69,316
rcuifle,r,['lucifer'],60,265
rcuifle,c,['lucifer'],33,141
rcuifle,u,['lucifer'],38,151
rcuifle,i,['lucifer'],44,191
rcuifle,f,['lucifer'],48,196
rcuifle,l,['lucifer'],61,248
rcuifle,e,['lucifer'],73,293
rckysle,r,['recklessly'],40,208
rckysle,c,['recklessly'],18,117
rckysle,k,['recklessly'],25,122
rckysle,y,['recklessly'],21,107
rckysle,s,['recklessly'],51,240
rckysle,l,['recklessly'],46,213
rckysle,e,['recklessly'],69,295
mcktahe,m,['checkmate'],27,90
mcktahe,c,['checkmate'],36,160
mcktahe,k,['checkmate'],17,64
mcktahe,t,['checkmate'],47,193
mcktahe,a,['checkmate'],53,194
mcktahe,h,['checkmate'],39,169
mcktahe,e,['checkmate'],51,171
rniygah,r,['harrying'],47,238
rniygah,n,['harrying'],60,325
rniygah,i,['harrying'],49,274
rniygah,y,['harrying'],21,100
rniygah,g,['harrying'],54,293
rniygah,a,['harrying'],61,304
rniygah,h,['harrying'],18,92
mrckpae,m,"['pacemaker', 'peacemaker']",36,153
mrckpae,r,"['pacemaker', 'peacemaker']",74,327
mrckpae,c,"['pacemaker', 'peacemaker']",42,188
mrckpae,k,"['pacemaker', 'peacemaker']",31,133
mrckpae,p,"['pacemaker', 'peacemaker']",51,208
mrckpae,a,"['pacemaker', 'peacemaker']",77,308
mrckpae,e,"['pacemaker', 'peacemaker']",79,319
coitned,c,"['coincident', 'conceited', 'conditioned', 'detection', 'noticed', 'occident']",91,628
coitned,o,"['coincident', 'conceited', 'conditioned', 'detection', 'noticed', 'occident']",109,684
coitned,i,"['coincident', 'conceited', 'conditioned', 'detection', 'noticed', 'occident']",101,659
coitned,t,"['coincident', 'conceited', 'conditioned', 'detection', 'noticed', 'occident']",117,735
coitned,n,"['coincident', 'conceited', 'conditioned', 'detection', 'noticed', 'occident']",134,835
coitned,e,"['coincident', 'conceited', 'conditioned', 'detection', 'noticed', 'occident']",155,912
coitned,d,"['coincident', 'conceited', 'conditioned', 'detection', 'noticed', 'occident']",121,723
rokigbn,r,['brooking'],39,189
rokigbn,o,['brooking'],51,220
rokigbn,k,['brooking'],18,72
rokigbn,i,['brooking'],54,282
rokigbn,g,['brooking'],45,241
rokigbn,b,['brooking'],38,183
rokigbn,n,['brooking'],60,297
oulaned,o,"['duodenal', 'unloaded']",45,178
oulaned,u,"['duodenal', 'unloaded']",47,246
oulaned,l,"['duodenal', 'unloaded']",85,372
oulaned,a,"['duodenal', 'unloaded']",64,274
oulaned,n,"['duodenal', 'unloaded']",83,365
oulaned,e,"['duodenal', 'unloaded']",94,433
oulaned,d,"['duodenal', 'unloaded']",100,463
jcuisne,j,['juiciness'],9,45
jcuisne,c,['juiciness'],28,175
jcuisne,u,['juiciness'],29,145
jcuisne,i,['juiciness'],33,177
jcuisne,s,['juiciness'],53,268
jcuisne,n,['juiciness'],42,223
jcuisne,e,['juiciness'],51,274
rouipsa,r,['uproarious'],57,218
rouipsa,o,['uproarious'],36,142
rouipsa,u,['uproarious'],35,147
rouipsa,i,['uproarious'],29,103
rouipsa,p,['uproarious'],59,190
rouipsa,s,['uproarious'],71,234
rouipsa,a,['uproarious'],42,149
rcoitba,r,['acrobatic'],66,314
rcoitba,c,['acrobatic'],40,222
rcoitba,o,['acrobatic'],53,243
rcoitba,i,['acrobatic'],39,206
rcoitba,t,['acrobatic'],66,309
rcoitba,b,['acrobatic'],40,181
rcoitba,a,['acrobatic'],74,355
mcostba,m,"['catacombs', 'combats']",61,273
mcostba,c,"['catacombs', 'combats']",58,276
mcostba,o,"['catacombs', 'combats']",106,471
mcostba,s,"['catacombs', 'combats']",101,434
mcostba,t,"['catacombs', 'combats']",88,395
mcostba,b,"['catacombs', 'combats']",59,248
mcostba,a,"['catacombs', 'combats']",92,411
rvtlane,r,"['relevant', 'tetravalent']",116,635
rvtlane,v,"['relevant', 'tetravalent']",64,338
rvtlane,t,"['relevant', 'tetravalent']",114,632
rvtlane,l,"['relevant', 'tetravalent']",94,492
rvtlane,a,"['relevant', 'tetravalent']",135,667
rvtlane,n,"['relevant', 'tetravalent']",97,510
rvtlane,e,"['relevant', 'tetravalent']",168,828
oiytlbn,o,['nobility'],42,123
oiytlbn,i,['nobility'],26,90
oiytlbn,y,['nobility'],23,89
oiytlbn,t,['nobility'],24,65
oiytlbn,l,['nobility'],32,86
oiytlbn,b,['nobility'],22,84
oiytlbn,n,['nobility'],30,103
zroited,z,['terrorized'],12,71
zroited,r,['terrorized'],94,467
zroited,o,['terrorized'],70,334
zroited,i,['terrorized'],59,295
zroited,t,['terrorized'],75,354
zroited,e,['terrorized'],106,525
zroited,d,['terrorized'],86,431
unflahd,u,['handful'],23,73
unflahd,n,['handful'],20,86
unflahd,f,['handful'],13,52
unflahd,l,['handful'],29,91
unflahd,a,['handful'],28,104
unflahd,h,['handful'],12,43
unflahd,d,['handful'],13,48
ouifted,o,['outfitted'],28,117
ouifted,u,['outfitted'],17,65
ouifted,i,['outfitted'],23,100
ouifted,f,['outfitted'],26,95
ouifted,t,['outfitted'],43,155
ouifted,e,['outfitted'],43,163
ouifted,d,['outfitted'],43,171
rifslte,r,"['filters', 'lifters', 'triflers', 'trifles']",184,1046
rifslte,i,"['filters', 'lifters', 'triflers', 'trifles']",207,1089
rifslte,f,"['filters', 'lifters', 'triflers', 'trifles']",131,697
rifslte,s,"['filters', 'lifters', 'triflers', 'trifles']",233,1267
rifslte,l,"['filters', 'lifters', 'triflers', 'trifles']",170,900
rifslte,t,"['filters', 'lifters', 'triflers', 'trifles']",208,1130
rifslte,e,"['filters', 'lifters', 'triflers', 'trifles']",270,1431
rcptane,r,"['carpenter', 'repentance']",153,839
rcptane,c,"['carpenter', 'repentance']",90,522
